object_name,collection,zone,cx,cy,bottom_z,ground_z,gap_m,action
Log_F12,Collection,other,-104.76,-86.85,3.327,3.477,-0.15,snap_bottom
Log_F14,Collection,other,-83.78,-137.43,5.654,5.804,-0.15,snap_bottom
Log_F16,Collection,other,-167.14,-22.35,-1.058,-0.908,-0.15,ok
Log_F17,Collection,other,-63.83,-137.59,7.208,7.358,-0.15,snap_bottom
Log_Old_018,Collection,other,-77.0,-58.0,1.555,1.705,-0.15,ok
Log_Old_019,Collection,other,-76.2,-58.0,1.572,1.722,-0.15,snap_bottom
Log_Old_020,Collection,other,-75.4,-58.0,1.589,1.739,-0.15,ok
Log_Old_021,Collection,other,-74.6,-58.0,1.606,1.756,-0.15,ok
Log_Old_022,Collection,other,-77.0,-57.35,1.493,1.643,-0.15,snap_bottom
Log_Old_023,Collection,other,-76.2,-57.35,1.51,1.66,-0.15,ok
Log_Old_024,Collection,other,-75.4,-57.35,1.527,1.677,-0.15,ok
Log_Old_025,Collection,other,-74.6,-57.35,1.544,1.694,-0.15,ok
Log_Old_026,Collection,other,-77.0,-56.7,1.431,1.581,-0.15,ok
Log_Old_027,Collection,other,-76.2,-56.7,1.448,1.598,-0.15,snap_bottom
Log_Old_028,Collection,other,-75.4,-56.7,1.465,1.615,-0.15,snap_bottom
Log_Old_029,Collection,other,-74.6,-56.7,1.482,1.632,-0.15,snap_bottom
Log_Old_030,Collection,other,-77.0,-56.05,1.369,1.519,-0.15,ok
Log_Old_031,Collection,other,-76.2,-56.05,1.386,1.536,-0.15,snap_bottom
Monti_01,Collection,other,-90.62,-27.67,0.271,0.421,-0.15,snap_bottom
Pasto_Alto_Z2_05,Collection,other,-65.06,34.38,0.91,1.06,-0.15,snap_bottom
Planicie_Pasto_Alto_000,Collection,other,65.96,165.34,4.121,4.271,-0.15,ok
Planicie_Pasto_Alto_002,Collection,C_rural,124.56,136.51,4.345,4.495,-0.15,snap_bottom
Planicie_Pasto_Alto_004,Collection,other,44.07,193.23,2.363,2.513,-0.15,ok
Planicie_Pasto_Alto_007,Collection,C_rural,135.24,126.25,4.222,4.372,-0.15,ok
Planicie_Pasto_Alto_014,Collection,C_rural,135.69,138.12,4.382,4.533,-0.15,snap_bottom
Planicie_Pasto_Alto_022,Collection,C_rural,108.78,146.5,3.598,3.748,-0.15,ok
Planicie_Pasto_Alto_024,Collection,other,75.08,121.09,4.307,4.457,-0.15,ok
Planicie_Pasto_Alto_026,Collection,other,64.35,118.53,4.411,4.56,-0.15,ok
Ribera_0_-1_1,Collection,other,-105.67,-110.37,3.499,3.649,-0.15,snap_bottom
Ribera_0_-1_3,Collection,other,-103.89,-111.32,3.641,3.791,-0.15,ok
Ribera_0_1_0,Collection,other,-110.78,-104.11,3.193,3.343,-0.15,snap_bottom
Ribera_0_1_2,Collection,other,-110.57,-104.73,3.209,3.359,-0.15,snap_bottom
Ribera_0_1_3,Collection,other,-111.56,-104.96,3.153,3.303,-0.15,ok
Ribera_10_-1_0,Collection,other,-41.82,-52.71,4.709,4.859,-0.15,snap_bottom
Ribera_10_-1_1,Collection,other,-41.34,-52.98,4.834,4.984,-0.15,snap_bottom
Ribera_10_-1_2,Collection,other,-40.58,-52.53,4.913,5.063,-0.15,snap_bottom
Ribera_10_-1_3,Collection,other,-42.25,-52.87,4.653,4.803,-0.15,snap_bottom
Ribera_10_1_0,Collection,other,-51.79,-45.35,2.275,2.425,-0.15,snap_bottom
Ribera_10_1_2,Collection,other,-49.69,-45.88,2.613,2.763,-0.15,snap_bottom
Ribera_10_1_3,Collection,other,-49.39,-45.52,2.621,2.771,-0.15,snap_bottom
Ribera_11_-1_0,Collection,other,-34.79,-45.84,5.052,5.202,-0.15,snap_bottom
Ribera_11_-1_1,Collection,other,-36.57,-47.19,4.917,5.067,-0.15,snap_bottom
Ribera_11_-1_2,Collection,other,-36.79,-45.81,4.682,4.832,-0.15,snap_bottom
Ribera_11_-1_3,Collection,other,-35.34,-44.96,4.828,4.978,-0.15,snap_bottom
Ribera_11_1_0,Collection,other,-44.77,-36.93,2.458,2.608,-0.15,snap_bottom
Ribera_11_1_1,Collection,other,-44.93,-38.46,2.563,2.713,-0.15,snap_bottom
Ribera_11_1_2,Collection,other,-45.33,-37.13,2.409,2.559,-0.15,snap_bottom
Ribera_12_-1_0,Collection,other,-31.3,-39.6,4.791,4.941,-0.15,snap_bottom
Ribera_12_-1_1,Collection,other,-29.28,-38.83,5.039,5.189,-0.15,snap_bottom
Ribera_12_-1_2,Collection,other,-29.57,-41.24,5.322,5.472,-0.15,snap_bottom
Ribera_12_-1_3,Collection,other,-30.16,-38.9,4.892,5.042,-0.15,snap_bottom
Ribera_12_1_0,Collection,other,-38.59,-32.72,2.888,3.038,-0.15,ok
Ribera_12_1_1,Collection,other,-39.17,-31.42,2.699,2.849,-0.15,snap_bottom
Ribera_12_1_2,Collection,other,-39.18,-32.27,2.762,2.912,-0.15,snap_bottom
Ribera_12_1_3,Collection,other,-37.86,-33.24,3.039,3.189,-0.15,snap_bottom
Ribera_13_-1_0,Collection,other,-24.25,-31.66,5.031,5.181,-0.15,snap_bottom
Ribera_13_-1_1,Collection,other,-21.3,-32.48,5.66,5.809,-0.15,ok
Ribera_13_-1_2,Collection,other,-22.34,-31.39,5.346,5.497,-0.15,snap_bottom
Ribera_13_-1_3,Collection,other,-22.94,-31.92,5.299,5.449,-0.15,snap_bottom
Ribera_13_1_0,Collection,other,-30.54,-23.67,3.231,3.381,-0.15,snap_bottom
Ribera_13_1_1,Collection,other,-31.64,-23.44,3.069,3.219,-0.15,ok
Ribera_13_1_2,Collection,other,-32.49,-23.01,2.929,3.079,-0.15,snap_bottom
Ribera_13_1_3,Collection,other,-32.76,-23.79,2.945,3.095,-0.15,snap_bottom
Ribera_14_-1_0,Collection,other,-14.98,-24.95,6.283,6.433,-0.15,snap_bottom
Ribera_14_-1_1,Collection,other,-15.92,-25.28,6.104,6.254,-0.15,snap_bottom
Ribera_14_-1_2,Collection,other,-16.14,-24.2,5.986,6.136,-0.15,snap_bottom
Ribera_14_1_0,Collection,other,-24.26,-16.43,3.884,4.034,-0.15,snap_bottom
Ribera_14_1_1,Collection,other,-23.84,-17.34,3.996,4.146,-0.15,ok
Ribera_14_1_2,Collection,other,-24.27,-15.9,3.862,4.012,-0.15,snap_bottom
Ribera_14_1_3,Collection,other,-24.06,-17.63,3.967,4.117,-0.15,snap_bottom
Ribera_15_-1_0,Collection,other,-9.84,-18.86,7.318,7.468,-0.15,snap_bottom
Ribera_15_-1_1,Collection,other,-9.57,-19.33,7.395,7.545,-0.15,snap_bottom
Ribera_15_-1_2,Collection,other,-9.27,-19.89,7.481,7.631,-0.15,snap_bottom
Ribera_15_-1_3,Collection,other,-9.33,-18.07,7.445,7.595,-0.15,snap_bottom
Ribera_15_1_0,Collection,other,-19.49,-8.59,4.754,4.904,-0.15,snap_bottom
Ribera_15_1_1,Collection,other,-17.95,-9.42,5.128,5.278,-0.15,snap_bottom
Ribera_15_1_2,Collection,other,-18.46,-9.6,5.003,5.153,-0.15,ok
Ribera_15_1_3,Collection,other,-17.85,-8.67,5.154,5.304,-0.15,snap_bottom
Ribera_16_-1_0,Collection,other,-4.37,-14.87,8.872,9.022,-0.15,snap_bottom
Ribera_16_-1_1,Collection,other,-5.55,-13.4,8.504,8.653,-0.15,ok
Ribera_16_-1_2,Collection,other,-5.38,-13.75,8.549,8.699,-0.15,snap_bottom
Ribera_16_-1_3,Collection,other,-4.55,-14.21,8.807,8.957,-0.15,ok
Ribera_16_1_0,Collection,other,-11.95,-4.03,6.827,6.977,-0.15,snap_bottom
Ribera_16_1_1,Collection,other,-12.92,-2.36,6.613,6.763,-0.15,snap_bottom
Ribera_16_1_2,Collection,other,-10.95,-3.19,7.159,7.309,-0.15,snap_bottom
Ribera_16_1_3,Collection,other,-11.45,-3.18,7.013,7.163,-0.15,snap_bottom
Ribera_17_-1_0,Collection,other,4.37,-8.77,11.899,12.049,-0.15,ok
Ribera_17_-1_1,Collection,other,4.53,-9.45,11.933,12.083,-0.15,ok
Ribera_17_-1_3,Collection,other,5.02,-11.1,12.036,12.186,-0.15,ok
Ribera_1_-1_0,Collection,other,-96.37,-102.65,4.234,4.384,-0.15,snap_bottom
Ribera_1_-1_2,Collection,other,-97.48,-102.38,4.129,4.279,-0.15,snap_bottom
Ribera_1_-1_3,Collection,other,-98.34,-102.29,4.052,4.202,-0.15,snap_bottom
Ribera_1_1_0,Collection,other,-101.95,-98.06,3.716,3.866,-0.15,ok
Ribera_1_1_1,Collection,other,-102.28,-98.01,3.692,3.842,-0.15,snap_bottom
Ribera_1_1_3,Collection,other,-102.22,-96.63,3.659,3.809,-0.15,snap_bottom
Ribera_25_-1_0,Collection,other,65.37,43.75,17.612,17.762,-0.15,ok
Ribera_25_-1_1,Collection,other,65.68,42.76,17.785,17.935,-0.15,snap_bottom
Ribera_25_-1_3,Collection,other,65.51,42.96,17.746,17.896,-0.15,snap_bottom
Ribera_25_1_0,Collection,other,54.22,56.56,14.568,14.718,-0.15,ok
Ribera_25_1_1,Collection,other,55.01,56.61,14.643,14.793,-0.15,ok
Ribera_25_1_2,Collection,other,54.36,55.0,14.887,15.037,-0.15,ok
Ribera_25_1_3,Collection,other,54.51,55.81,14.749,14.899,-0.15,ok
Ribera_26_-1_0,Collection,other,77.9,53.37,15.984,16.134,-0.15,snap_bottom
Ribera_26_-1_1,Collection,other,78.33,52.3,16.169,16.319,-0.15,snap_bottom
Ribera_26_-1_2,Collection,other,78.85,52.16,16.172,16.322,-0.15,snap_bottom
Ribera_26_-1_3,Collection,other,77.49,53.86,15.908,16.058,-0.15,snap_bottom
Ribera_28_1_0,Collection,other,90.47,88.06,8.717,8.867,-0.15,ok
Ribera_28_1_1,Collection,other,91.28,88.11,8.7,8.85,-0.15,ok
Ribera_28_1_2,Collection,other,90.39,91.09,8.222,8.372,-0.15,ok
Ribera_29_-1_0,Collection,other,113.41,82.45,9.172,9.322,-0.15,snap_bottom
Ribera_29_-1_2,Collection,other,112.11,83.28,9.064,9.214,-0.15,ok
Ribera_29_1_0,Collection,other,102.98,96.65,7.586,7.736,-0.15,snap_bottom
Ribera_29_1_1,Collection,other,103.15,96.41,7.617,7.767,-0.15,snap_bottom
Ribera_29_1_2,Collection,other,103.53,98.18,7.409,7.559,-0.15,snap_bottom
Ribera_29_1_3,Collection,other,103.25,98.43,7.384,7.534,-0.15,snap_bottom
Ribera_2_-1_0,Collection,other,-88.19,-96.31,4.786,4.936,-0.15,ok
Ribera_2_-1_1,Collection,other,-89.48,-93.89,4.538,4.688,-0.15,snap_bottom
Ribera_2_-1_2,Collection,other,-89.74,-94.5,4.549,4.699,-0.15,snap_bottom
Ribera_2_1_0,Collection,other,-96.05,-89.99,3.878,4.028,-0.15,ok
Ribera_2_1_1,Collection,other,-94.79,-89.95,3.959,4.109,-0.15,snap_bottom
Ribera_2_1_2,Collection,other,-93.99,-90.83,4.068,4.218,-0.15,snap_bottom
Ribera_2_1_3,Collection,other,-94.86,-90.39,3.982,4.132,-0.15,snap_bottom
Ribera_3_-1_0,Collection,other,-82.33,-87.21,4.554,4.704,-0.15,snap_bottom
Ribera_3_-1_1,Collection,other,-82.21,-86.88,4.53,4.68,-0.15,snap_bottom
Ribera_3_-1_2,Collection,other,-81.87,-87.37,4.595,4.745,-0.15,snap_bottom
Ribera_3_-1_3,Collection,other,-82.02,-86.64,4.519,4.669,-0.15,ok
Ribera_3_1_0,Collection,other,-87.98,-81.83,3.755,3.905,-0.15,snap_bottom
Ribera_3_1_1,Collection,other,-87.83,-81.14,3.693,3.843,-0.15,snap_bottom
Ribera_3_1_2,Collection,other,-89.55,-80.65,3.614,3.764,-0.15,ok
Ribera_3_1_3,Collection,other,-88.1,-80.88,3.66,3.81,-0.15,ok
Ribera_4_-1_0,Collection,other,-76.29,-79.09,4.0,4.15,-0.15,ok
Ribera_4_-1_1,Collection,other,-76.03,-79.39,4.053,4.203,-0.15,ok
Ribera_4_-1_2,Collection,other,-75.69,-78.68,3.985,4.135,-0.15,ok
Ribera_4_-1_3,Collection,other,-75.47,-80.0,4.163,4.313,-0.15,ok
Ribera_4_1_0,Collection,other,-81.07,-71.93,2.972,3.122,-0.15,snap_bottom
Ribera_5_-1_0,Collection,other,-70.81,-76.64,4.015,4.165,-0.15,snap_bottom
Ribera_5_-1_1,Collection,other,-71.53,-75.1,3.757,3.907,-0.15,snap_bottom
Ribera_5_-1_2,Collection,other,-68.21,-77.12,4.294,4.444,-0.15,snap_bottom
Ribera_5_-1_3,Collection,other,-71.04,-75.73,3.875,4.025,-0.15,snap_bottom
Ribera_5_1_0,Collection,other,-76.04,-68.44,2.68,2.83,-0.15,snap_bottom
Ribera_5_1_1,Collection,other,-76.27,-69.84,2.838,2.988,-0.15,snap_bottom
Ribera_5_1_2,Collection,other,-76.91,-68.98,2.714,2.864,-0.15,snap_bottom
Ribera_6_-1_1,Collection,other,-64.74,-70.87,3.699,3.849,-0.15,ok
Ribera_6_-1_3,Collection,other,-63.25,-71.29,3.892,4.042,-0.15,snap_bottom
Ribera_6_1_1,Collection,other,-71.49,-65.3,2.473,2.623,-0.15,snap_bottom
Ribera_6_1_3,Collection,other,-70.54,-66.02,2.607,2.757,-0.15,snap_bottom
Ribera_7_-1_0,Collection,other,-58.08,-67.3,3.967,4.117,-0.15,snap_bottom
Ribera_7_-1_1,Collection,other,-58.67,-67.07,3.86,4.01,-0.15,snap_bottom
Ribera_7_-1_2,Collection,other,-59.14,-65.32,3.56,3.71,-0.15,snap_bottom
Ribera_7_1_0,Collection,other,-66.02,-58.8,2.067,2.217,-0.15,ok
Ribera_7_1_1,Collection,other,-66.96,-57.96,1.916,2.066,-0.15,snap_bottom
Ribera_7_1_2,Collection,other,-64.47,-58.86,2.188,2.338,-0.15,snap_bottom
Ribera_8_-1_0,Collection,other,-54.34,-60.56,3.58,3.73,-0.15,snap_bottom
Ribera_8_-1_1,Collection,other,-55.09,-60.21,3.42,3.57,-0.15,snap_bottom
Ribera_8_-1_2,Collection,other,-54.06,-60.38,3.602,3.752,-0.15,snap_bottom
Ribera_8_-1_3,Collection,other,-55.07,-61.28,3.556,3.706,-0.15,snap_bottom
Ribera_8_1_0,Collection,other,-59.7,-51.18,1.875,2.025,-0.15,snap_bottom
Ribera_8_1_1,Collection,other,-61.08,-51.69,1.784,1.934,-0.15,ok
Ribera_8_1_2,Collection,other,-59.47,-54.35,2.2,2.35,-0.15,snap_bottom
Ribera_8_1_3,Collection,other,-58.5,-53.62,2.235,2.385,-0.15,snap_bottom
Ribera_9_-1_0,Collection,other,-48.04,-58.34,4.323,4.473,-0.15,snap_bottom
Ribera_9_-1_1,Collection,other,-48.5,-57.58,4.136,4.286,-0.15,snap_bottom
Ribera_9_-1_2,Collection,other,-50.22,-58.04,3.908,4.058,-0.15,ok
Ribera_9_-1_3,Collection,other,-48.14,-58.58,4.338,4.488,-0.15,ok
Ribera_9_1_0,Collection,other,-55.75,-50.38,2.222,2.372,-0.15,ok
Ribera_9_1_1,Collection,other,-56.31,-50.49,2.164,2.314,-0.15,snap_bottom
Ribera_9_1_2,Collection,other,-55.57,-50.19,2.227,2.377,-0.15,snap_bottom
Ribera_9_1_3,Collection,other,-54.3,-51.05,2.489,2.639,-0.15,snap_bottom
Rock_F00.001,Collection,other,41.16,-123.31,38.694,38.844,-0.15,snap_bottom
Rock_F01.001,Collection,other,-137.5,48.78,2.082,2.232,-0.15,snap_bottom
Rock_F02.001,Collection,other,-66.09,-72.41,3.802,3.952,-0.15,ok
Rock_F03,Collection,other,-187.48,55.25,4.691,4.841,-0.15,snap_bottom
Rock_F04.001,Collection,other,-189.26,-15.0,-1.485,-1.335,-0.15,ok
Rock_F05,Collection,other,-136.61,-107.55,2.902,3.052,-0.15,snap_bottom
Rock_F06,Collection,other,-153.31,-38.23,-1.966,-1.816,-0.15,snap_bottom
Rock_F07,Collection,other,-172.33,1.94,1.351,1.501,-0.15,ok
Rock_F08,Collection,other,-102.55,-77.54,3.095,3.245,-0.15,snap_bottom
Rock_F10.001,Collection,other,27.35,-135.16,30.843,30.993,-0.15,ok
Rock_F11,Collection,other,-82.05,-60.84,1.84,1.99,-0.15,snap_bottom
Rock_F12,Collection,other,-112.9,-34.29,0.207,0.356,-0.15,ok
Rock_F13.001,Collection,other,-173.88,-23.54,-1.42,-1.27,-0.15,ok
Rock_F14,Collection,other,-75.16,-64.71,2.283,2.433,-0.15,snap_bottom
Rock_F15.001,Collection,other,-149.01,0.82,2.578,2.728,-0.15,snap_bottom
Rock_F16,Collection,other,-48.72,128.19,0.997,1.147,-0.15,snap_bottom
Rock_F17,Collection,other,-171.89,-24.92,-1.418,-1.268,-0.15,ok
Rock_F18,Collection,other,-166.89,73.23,1.362,1.512,-0.15,snap_bottom
Rock_F19,Collection,other,-170.41,42.46,3.652,3.802,-0.15,ok
Rock_F20,Collection,other,-177.16,-29.92,-1.796,-1.646,-0.15,snap_bottom
Rock_F21,Collection,other,-136.24,-19.41,0.124,0.274,-0.15,snap_bottom
Rock_F22,Collection,other,-182.19,81.24,2.424,2.574,-0.15,snap_bottom
Rock_F23,Collection,other,-143.51,-17.33,0.368,0.518,-0.15,snap_bottom
Rock_Old_008,Collection,other,-149.98,53.6,1.799,1.949,-0.15,ok
Rock_Old_071,Collection,other,142.64,194.07,6.301,6.451,-0.15,ok
Rock_Old_079,Collection,other,90.1,136.24,4.023,4.173,-0.15,snap_bottom
Tallo_1,Collection,other,-22.0,-8.0,4.21,4.36,-0.15,snap_bottom
Tallo_11,Collection,other,-38.0,5.0,2.642,2.792,-0.15,snap_bottom
Tallo_13,Collection,other,-25.0,-22.0,4.008,4.158,-0.15,ok
Tallo_15,Collection,E_bridge,-30.0,10.0,3.887,4.037,-0.15,snap_bottom
Tallo_19,Collection,other,18.0,-38.0,16.054,16.204,-0.15,ok
Tallo_2,Collection,other,-18.0,-12.0,5.101,5.251,-0.15,snap_bottom
Tallo_5,Collection,other,6.0,-25.0,12.114,12.264,-0.15,ok
Tallo_6,Collection,other,8.0,-27.0,12.724,12.874,-0.15,ok
Tallo_9,Collection,other,0.0,-35.0,10.697,10.847,-0.15,ok
Tocon,Collection,C_rural,108.76,112.09,6.146,6.296,-0.15,snap_bottom
Tocon_Anillos,Collection,C_rural,108.76,112.09,6.146,6.296,-0.15,snap_bottom
Tocon_Z0_00,Collection,other,37.62,175.64,3.707,3.857,-0.15,snap_bottom
Tocon_Z0_01,Collection,other,25.52,184.86,3.344,3.494,-0.15,snap_bottom
Tocon_Z0_02,Collection,other,39.68,177.48,3.598,3.748,-0.15,snap_bottom
Tocon_Z1_01,Collection,other,185.01,49.67,13.667,13.817,-0.15,ok
Tocon_Z1_02,Collection,other,196.37,50.21,12.931,13.081,-0.15,ok
Tocon_Z2_01,Collection,other,193.43,168.99,7.305,7.455,-0.15,snap_bottom
Tocon_Z2_02,Collection,other,197.63,170.89,7.05,7.2,-0.15,snap_bottom
Bush_F000,Collection,other,-93.72,-16.79,0.152,0.301,-0.149,ok
Bush_F021,Collection,other,-110.01,-30.49,0.112,0.262,-0.149,ok
Bush_F033,Collection,other,-135.73,-99.73,2.675,2.824,-0.149,ok
Bush_F060,Collection,other,-208.0,-49.89,-0.708,-0.559,-0.149,ok
Bush_F072,Collection,other,-207.13,-84.78,-0.132,0.017,-0.149,ok
Bush_Old_044,Collection,other,-167.22,47.96,3.209,3.358,-0.149,ok
Bush_Old_048,Collection,other,-144.62,214.45,-0.584,-0.435,-0.149,ok
Bush_Old_051,Collection,other,-207.42,68.37,4.248,4.397,-0.149,ok
Bush_Old_053,Collection,other,-75.85,206.47,1.456,1.605,-0.149,ok
Bush_Old_068,Collection,other,-203.11,50.88,4.808,4.956,-0.149,ok
Bush_Old_074,Collection,other,-213.92,81.58,3.108,3.258,-0.149,ok
Bush_Old_075,Collection,other,-184.26,55.05,4.439,4.588,-0.149,ok
Bush_Old_081,Collection,other,-195.82,46.16,4.805,4.955,-0.149,ok
Bush_Old_092,Collection,other,-183.71,202.2,1.969,2.117,-0.149,ok
Bush_Old_096,Collection,other,-154.99,44.85,2.787,2.936,-0.149,ok
Bush_Old_100,Collection,other,-158.82,52.41,2.308,2.457,-0.149,ok
Bush_Old_110,Collection,other,-167.92,53.24,2.939,3.088,-0.149,ok
Bush_Old_135,Collection,other,-214.24,201.86,3.412,3.562,-0.149,ok
Bush_Old_144,Collection,other,-162.99,79.07,0.572,0.721,-0.149,ok
Bush_Old_184,Collection,other,159.36,197.79,6.934,7.083,-0.149,ok
Bush_Old_206,Collection,C_rural,128.52,125.27,4.547,4.696,-0.149,ok
Bush_Old_210,Collection,other,184.89,208.22,5.154,5.304,-0.149,ok
Bush_Old_214,Collection,C_rural,129.28,149.17,4.357,4.506,-0.149,ok
Bush_P05,Collection,other,75.06,114.33,4.779,4.928,-0.149,ok
Bush_P20,Collection,other,97.86,23.56,21.456,21.605,-0.149,ok
Bush_P23,Collection,C_rural,102.79,138.59,4.095,4.244,-0.149,ok
Monticulo_Tierra_06,Collection,other,141.76,63.8,13.387,13.537,-0.149,ok
Pasto_Alto_Z0_00,Collection,other,-29.26,-40.6,5.289,5.438,-0.149,ok
Pasto_Alto_Z2_04,Collection,other,-74.11,37.51,0.278,0.426,-0.149,ok
Planicie_Pasto_Alto_005,Collection,C_rural,114.16,121.43,5.376,5.525,-0.149,ok
Planicie_Pasto_Alto_006,Collection,other,56.53,125.85,4.494,4.643,-0.149,ok
Planicie_Pasto_Alto_010,Collection,other,214.19,48.7,13.111,13.26,-0.149,ok
Planicie_Pasto_Alto_011,Collection,other,51.99,168.26,4.303,4.453,-0.149,ok
Ribera_25_-1_2,Collection,other,64.39,43.52,17.617,17.765,-0.149,ok
Ribera_7_-1_3,Collection,other,-59.59,-66.67,3.689,3.838,-0.149,ok
Rock_F15,Collection,other,-121.24,-95.05,2.789,2.938,-0.149,ok
Rock_Old_018,Collection,other,-215.51,120.62,2.622,2.77,-0.149,ok
Rock_Old_075,Collection,other,192.93,99.71,8.28,8.429,-0.149,ok
Rock_Old_077,Collection,other,209.04,204.88,3.846,3.995,-0.149,ok
Bush_F003,Collection,other,-66.26,-50.76,1.319,1.467,-0.148,ok
Bush_F015,Collection,other,-209.66,-67.76,-0.129,0.018,-0.148,ok
Bush_F054,Collection,other,-114.15,-113.77,3.043,3.19,-0.148,ok
Bush_F057,Collection,other,-148.98,-10.41,1.24,1.389,-0.148,ok
Bush_F069,Collection,other,-152.02,-24.13,-0.589,-0.441,-0.148,ok
Bush_F084,Collection,other,-188.94,-140.41,-3.274,-3.126,-0.148,ok
Bush_Old_027,Collection,other,-99.2,-62.02,2.227,2.375,-0.148,ok
Bush_Old_028,Collection,other,-98.06,-63.88,2.361,2.509,-0.148,ok
Bush_Old_052,Collection,other,-137.77,60.92,0.795,0.943,-0.148,ok
Bush_Old_067,Collection,other,-84.06,208.67,0.841,0.989,-0.148,ok
Bush_Old_082,Collection,other,-127.54,71.4,-0.508,-0.36,-0.148,ok
Bush_Old_145,Collection,other,-142.45,44.23,2.554,2.702,-0.148,ok
Bush_Old_189,Collection,other,75.9,99.13,6.666,6.814,-0.148,ok
Bush_Old_199,Collection,other,138.65,195.9,5.834,5.982,-0.148,ok
Bush_Old_205,Collection,other,61.81,208.49,0.384,0.533,-0.148,ok
Bush_Old_220,Collection,other,50.87,93.48,7.191,7.34,-0.148,ok
Pasto_Alto_Z0_01,Collection,other,-32.26,-37.7,4.384,4.532,-0.148,ok
Pasto_Alto_Z0_02,Collection,other,-24.03,-32.79,5.201,5.348,-0.148,ok
Pasto_Alto_Z0_04,Collection,other,-34.3,-27.13,2.961,3.109,-0.148,ok
Pasto_Alto_Z3_05,Collection,other,24.8,78.3,7.694,7.843,-0.148,ok
Planicie_Pasto_Alto_015,Collection,other,71.72,109.58,5.16,5.309,-0.148,ok
Planicie_Pasto_Alto_016,Collection,other,146.74,194.07,6.718,6.866,-0.148,ok
Rock_Old_021,Collection,other,-193.37,97.73,1.664,1.812,-0.148,ok
Rock_Old_064,Collection,other,28.26,78.06,7.961,8.109,-0.148,ok
Rock_Old_072,Collection,other,103.12,92.37,8.059,8.207,-0.148,ok
Rock_Old_074,Collection,other,187.29,69.58,10.175,10.323,-0.148,ok
Rock_Old_076,Collection,other,204.77,155.14,8.216,8.365,-0.148,ok
Bush_F009,Collection,other,-134.06,-31.72,-0.631,-0.483,-0.147,ok
Bush_F018,Collection,other,-148.3,-33.83,-1.432,-1.285,-0.147,ok
Bush_F036,Collection,other,-95.1,-8.87,0.166,0.313,-0.147,ok
Bush_F048,Collection,other,-126.85,-34.34,-0.347,-0.2,-0.147,ok
Bush_Old_001,Collection,other,-96.11,55.79,-0.073,0.074,-0.147,ok
Bush_Old_023,Collection,other,82.36,49.42,16.579,16.727,-0.147,ok
Bush_Old_140,Collection,other,-136.66,72.19,-0.474,-0.326,-0.147,ok
Bush_Old_149,Collection,other,-189.96,79.17,3.28,3.427,-0.147,ok
Bush_P14,Collection,other,92.19,8.04,24.359,24.506,-0.147,ok
Monticulo_13,Collection,other,-83.34,208.0,0.895,1.042,-0.147,ok
Pasto_Alto_Z0_03,Collection,other,-30.06,-45.83,5.911,6.058,-0.147,ok
Ribera_0_-1_0,Collection,other,-105.24,-111.91,3.531,3.678,-0.147,ok
Rock_Old_020,Collection,other,-205.91,48.6,4.552,4.699,-0.147,ok
Rock_Old_047,Collection,other,56.2,64.08,13.232,13.379,-0.147,ok
Rock_P00,Collection,other,103.38,96.89,7.563,7.71,-0.147,ok
Bush_F045,Collection,other,-75.23,-135.41,6.528,6.674,-0.146,ok
Bush_F090,Collection,other,-135.88,-131.99,2.104,2.25,-0.146,ok
Log_A07,Collection,other,-112.56,-99.91,3.111,3.256,-0.146,ok
Rock_Old_031,Collection,other,-215.13,131.72,2.701,2.847,-0.146,ok
Rock_Old_038,Collection,other,-213.35,216.03,2.222,2.368,-0.146,ok
Rock_Old_045,Collection,other,57.11,62.99,13.532,13.678,-0.146,ok
Rock_Old_049,Collection,other,54.96,63.37,13.262,13.408,-0.146,ok
Rock_Old_052,Collection,other,56.19,61.91,13.687,13.833,-0.146,ok
Rock_Old_056,Collection,other,-14.98,-33.05,7.024,7.169,-0.146,ok
Tocon_Z3_01,Collection,other,31.36,65.37,10.109,10.255,-0.146,ok
Tocon_Z3_02,Collection,other,15.53,75.67,7.434,7.58,-0.146,ok
Bush_F006,Collection,other,-99.87,-119.29,4.067,4.212,-0.145,ok
Bush_F024,Collection,other,-77.18,-83.51,4.506,4.65,-0.145,ok
Bush_F051,Collection,other,-131.16,-85.95,2.003,2.148,-0.145,ok
Bush_P10,Collection,other,0.11,130.27,3.968,4.113,-0.145,ok
Lib_Tree_19.008,Collection,other,-183.42,-9.21,-0.764,-0.619,-0.145,ok
Log_A01,Collection,other,-4.47,-25.44,9.067,9.212,-0.145,ok
Monticulo_Tierra_01,Collection,other,15.61,105.14,5.514,5.659,-0.145,ok
Monticulo_Tierra_10,Collection,other,47.34,202.07,1.444,1.59,-0.145,ok
Rock_Old_003,Collection,other,-75.47,212.71,1.809,1.955,-0.145,ok
Rock_Old_029,Collection,other,-195.34,208.75,2.037,2.182,-0.145,ok
Rock_Old_048,Collection,other,55.45,63.95,13.192,13.337,-0.145,ok
Rock_Old_050,Collection,other,54.97,62.62,13.42,13.565,-0.145,ok
Rock_Old_054,Collection,other,-16.96,-24.97,5.865,6.011,-0.145,ok
Rock_Old_119,Collection,other,81.71,56.12,15.291,15.436,-0.145,ok
Rock_P15,Collection,other,80.0,45.58,17.345,17.49,-0.145,ok
Bush_F030,Collection,other,-181.5,-115.36,-1.03,-0.886,-0.144,ok
